first_name,last_name,date_of_birth,incident_severity,num_vehicles_involved,num_injuries,num_witnesses,police_report_available,injury_claim,vehicle_claim,incident_hour,customer_age,policy_deductable,policy_annual_premium,num_claims_past_year,EVENT_LABEL,EVENT_TIMESTAMP,EVENT_ID,ENTITY_TYPE,ENTITY_ID,policy_id,incident_type,LABEL_TIMESTAMP
Brittany,Barnes,5/11/1937,7,2,7,3,0,7703,5277,21,48,326,3271,3,fraud,2023-02-01T20:05:29Z,3fd016f1-f590-474d-9c0e-090dba1ef82c,customer,c982-76742875,3fd016f1-f590-474d-9c0e-090dba1ef82c,theft,2023-03-06T15:05:50Z
Christie,Mccarthy,10/7/1911,4,2,3,1,0,9164,4457,9,42,488,2655,5,fraud,2022-11-26T04:32:03Z,519220c8-f95f-44f6-a7b9-84ca512f3095,customer,c697-49157977,519220c8-f95f-44f6-a7b9-84ca512f3095,collision,2023-03-06T15:05:50Z
Melvin,Ellis,8/25/2005,5,2,4,2,0,6385,2878,12,37,507,2888,5,fraud,2022-05-13T00:21:59Z,26026c25-c5f8-4de9-be60-14a5cf361207,customer,a834-65285670,26026c25-c5f8-4de9-be60-14a5cf361207,theft,2023-03-06T15:05:50Z
Maxwell,Haynes,3/12/1916,6,2,3,2,0,7651,5677,8,37,563,2865,5,fraud,2022-10-31T00:31:33Z,ae712599-ab35-4cb1-80bb-ddea3b02b1f5,customer,b964-82717313,ae712599-ab35-4cb1-80bb-ddea3b02b1f5,collision,2023-03-06T15:05:50Z
Nathaniel,Dickerson,7/26/1909,3,2,5,2,0,4480,3158,9,41,454,3143,5,fraud,2022-10-11T15:20:13Z,9b6882d4-c72a-4036-8f8b-20ad0ce1d059,customer,a462-13728889,9b6882d4-c72a-4036-8f8b-20ad0ce1d059,theft,2023-03-06T15:05:50Z
Gene,Richard,10/18/1912,5,2,3,2,0,6155,3636,9,46,646,2528,4,fraud,2022-06-07T09:00:58Z,7c860a6e-fe89-4234-a1c0-df02aa941edc,customer,c272-65362222,7c860a6e-fe89-4234-a1c0-df02aa941edc,breakin,2023-03-06T15:05:50Z
Samantha,Matthews,5/13/2007,5,2,4,2,0,6340,2498,10,39,554,2245,4,fraud,2023-01-14T22:40:31Z,5e409c30-801a-4128-9438-2c88431d6684,customer,b541-41273247,5e409c30-801a-4128-9438-2c88431d6684,theft,2023-03-06T15:05:50Z
Jerome,Curtis,7/6/1952,7,2,5,3,0,8052,2336,17,51,219,2627,4,fraud,2022-03-26T16:54:25Z,a709f673-2161-4d4a-8583-19ee8e36bb50,customer,d541-20668121,a709f673-2161-4d4a-8583-19ee8e36bb50,breakin,2023-03-06T15:05:50Z
Jaclyn,Floyd,9/13/1952,4,2,5,2,0,8053,4090,7,29,525,3216,5,fraud,2022-06-29T00:58:14Z,5cc0b60b-8f61-4024-9124-7a93c0628299,customer,a310-32736647,5cc0b60b-8f61-4024-9124-7a93c0628299,collision,2023-03-06T15:05:50Z
Brent,Schwartz,11/9/1957,4,2,4,2,0,6402,4082,10,33,503,3221,6,fraud,2022-04-10T06:14:05Z,bbb45efa-8474-4f49-8af8-a408beea62b7,customer,c113-31729959,bbb45efa-8474-4f49-8af8-a408beea62b7,collision,2023-03-06T15:05:50Z
Theresa,Logan,2/7/1987,6,2,7,3,0,7709,5135,9,47,554,2467,3,fraud,2022-07-06T18:12:06Z,efc58d67-0e12-41b1-a927-a9950fa6de4d,customer,c876-88237364,efc58d67-0e12-41b1-a927-a9950fa6de4d,breakin,2023-03-06T15:05:50Z
Kristina,Rocha,6/30/1916,6,2,5,3,0,8432,3379,16,36,279,3593,1,fraud,2022-12-13T00:36:43Z,75388135-b25b-4165-9b43-d01654b8d6da,customer,c695-09859136,75388135-b25b-4165-9b43-d01654b8d6da,collision,2023-03-06T15:05:50Z
Tanya,Rocha,2/23/2021,3,2,3,2,0,7047,3480,10,45,602,2745,6,fraud,2022-11-15T09:26:55Z,a33fd3af-2879-4182-97da-ab0b4470f4a5,customer,d796-79139717,a33fd3af-2879-4182-97da-ab0b4470f4a5,theft,2023-03-06T15:05:50Z
Raven,Houston,2/28/1940,7,2,6,3,0,6618,4731,12,44,552,2965,5,fraud,2022-05-04T08:30:11Z,6410a2f6-efc9-4cba-a34b-6a2acc659d15,customer,d695-92693966,6410a2f6-efc9-4cba-a34b-6a2acc659d15,theft,2023-03-06T15:05:50Z
Joanne,Roth,10/12/1919,8,2,6,2,0,7598,2923,11,40,433,2724,5,fraud,2022-11-12T03:26:08Z,81baeeb6-5255-4c51-88e8-f961edbee083,customer,a947-52473022,81baeeb6-5255-4c51-88e8-f961edbee083,collision,2023-03-06T15:05:50Z
Helen,Kaufman,11/22/2016,7,2,4,2,0,6136,1966,13,54,248,2594,3,fraud,2022-12-03T11:30:00Z,f3a2454b-213c-4de3-991b-6d4c97aaa48e,customer,a348-62663335,f3a2454b-213c-4de3-991b-6d4c97aaa48e,theft,2023-03-06T15:05:50Z
Harold,Collins,1/22/2015,4,2,3,2,0,8653,6233,7,44,524,1626,4,fraud,2022-03-13T07:39:42Z,58fea4c4-4a9b-4226-ba81-f5998a7f7fdc,customer,a697-72553176,58fea4c4-4a9b-4226-ba81-f5998a7f7fdc,breakin,2023-03-06T15:05:50Z
Drew,Logan,2/5/1974,4,1,4,1,0,11855,3963,10,36,557,3297,5,fraud,2022-04-23T09:49:03Z,4a6c289a-4827-40d6-a31a-3a760a95be17,customer,d402-98845230,4a6c289a-4827-40d6-a31a-3a760a95be17,breakin,2023-03-06T15:05:50Z
Samantha,Jarvis,11/22/1985,8,1,4,3,0,9980,1401,14,46,328,2033,4,fraud,2022-04-20T22:30:34Z,17efbbe2-dd01-4c84-bb5d-f831f21f4985,customer,b814-89135882,17efbbe2-dd01-4c84-bb5d-f831f21f4985,theft,2023-03-06T15:05:50Z
Sally,Kim,4/9/1965,5,1,4,3,0,10134,1352,11,41,183,3050,0,fraud,2022-06-30T00:35:47Z,bca47f53-5341-4be7-9256-bfdbc5d98a71,customer,d960-85637931,bca47f53-5341-4be7-9256-bfdbc5d98a71,theft,2023-03-06T15:05:50Z
Alyssa,Warner,6/1/2000,4,2,2,2,0,6954,4036,4,40,619,2254,4,fraud,2022-06-11T09:06:03Z,11d7c3c7-4e87-437d-ae3a-e81aa5f3af72,customer,a030-77903394,11d7c3c7-4e87-437d-ae3a-e81aa5f3af72,theft,2023-03-06T15:05:50Z
Cesar,Austin,9/8/1951,9,2,7,2,0,6638,4433,15,53,484,2668,7,fraud,2022-11-14T10:14:30Z,747081a8-6c35-4997-bad7-c66ef26995e9,customer,c432-44206273,747081a8-6c35-4997-bad7-c66ef26995e9,collision,2023-03-06T15:05:50Z
Mike,Ritter,11/7/1960,5,2,4,2,0,6922,1310,8,39,381,3407,5,fraud,2022-07-05T13:18:26Z,61b723ee-1c39-4e54-a179-6e1ae2a3aec6,customer,c492-73016431,61b723ee-1c39-4e54-a179-6e1ae2a3aec6,collision,2023-03-06T15:05:50Z
Francis,Calderon,2/4/1981,3,2,2,2,0,7374,2344,8,50,687,2856,3,fraud,2023-01-14T08:46:28Z,6eac6f26-ba2a-4bf8-9485-35711d784c4f,customer,a240-51471572,6eac6f26-ba2a-4bf8-9485-35711d784c4f,collision,2023-03-06T15:05:50Z
Theresa,Griffith,2/14/1987,5,2,5,2,0,9106,4965,11,36,601,2905,5,fraud,2022-08-20T10:20:13Z,ea4df751-1265-41e3-b860-61e51ebaf253,customer,c539-47980620,ea4df751-1265-41e3-b860-61e51ebaf253,collision,2023-03-06T15:05:50Z
Karla,Ortega,10/7/1909,5,2,2,1,0,9850,4882,5,41,621,2690,4,fraud,2022-04-23T21:26:42Z,89daf134-a798-40e1-809b-276a9260cb41,customer,c421-95942564,89daf134-a798-40e1-809b-276a9260cb41,collision,2023-03-06T15:05:50Z
Perry,Gallagher,7/26/1938,6,2,6,3,0,7455,4291,12,48,418,2452,3,fraud,2022-03-20T00:10:39Z,0e9ea50a-6bf9-4d9c-903c-448aee118c69,customer,b973-14893258,0e9ea50a-6bf9-4d9c-903c-448aee118c69,collision,2023-03-06T15:05:50Z
Jennifer,Vega,7/27/1997,7,2,6,3,0,7997,3323,14,54,384,2332,3,fraud,2022-10-06T04:33:41Z,a352fc19-2423-476a-af89-f3db9ad9998c,customer,b604-62495426,a352fc19-2423-476a-af89-f3db9ad9998c,breakin,2023-03-06T15:05:50Z
Clinton,Barker,5/26/1916,5,2,5,2,0,7222,5746,11,33,649,2946,5,fraud,2022-04-20T12:52:53Z,b69200f4-d711-482c-82de-f78200ebf066,customer,c296-57943775,b69200f4-d711-482c-82de-f78200ebf066,breakin,2023-03-06T15:05:50Z
Jodi,Miles,3/4/2019,6,2,6,2,0,6489,3877,10,46,429,2551,3,fraud,2022-09-27T09:39:47Z,514c8f6c-a5f4-4cc8-913f-563013f13354,customer,a345-24048462,514c8f6c-a5f4-4cc8-913f-563013f13354,breakin,2023-03-06T15:05:50Z
Lisa,Bullock,11/22/2000,6,1,6,3,0,8872,4320,19,56,305,2736,4,fraud,2022-12-29T12:18:09Z,ef5c1786-f4e3-4e8b-89ab-9d17ee1bd0c5,customer,a046-65240584,ef5c1786-f4e3-4e8b-89ab-9d17ee1bd0c5,theft,2023-03-06T15:05:50Z
Daniel,Esparza,10/12/1965,5,2,6,3,0,7270,4624,15,52,405,2770,3,fraud,2022-03-28T09:06:13Z,ddf3a874-6266-422a-b05d-ce8659913032,customer,d564-19013913,ddf3a874-6266-422a-b05d-ce8659913032,theft,2023-03-06T15:05:50Z
Lindsey,Knox,5/13/1956,5,2,3,2,0,9309,4385,7,38,585,2506,6,fraud,2022-12-21T14:49:40Z,782daca1-fb29-465c-8810-a2ed9ba5217d,customer,c537-97671294,782daca1-fb29-465c-8810-a2ed9ba5217d,collision,2023-03-06T15:05:50Z
Shelia,Wilcox,9/5/1966,6,2,7,3,0,7959,4178,14,46,320,3410,4,fraud,2022-03-13T21:39:53Z,dc76ee44-cffe-4ba6-95cb-d0cac5dfdd70,customer,a934-00242987,dc76ee44-cffe-4ba6-95cb-d0cac5dfdd70,theft,2023-03-06T15:05:50Z
Lindsay,Hurst,12/9/2003,6,1,5,2,0,9203,673,9,49,276,2894,2,fraud,2022-03-28T06:01:51Z,dae1985e-bc48-43a4-aa5f-87bdf9d17730,customer,b609-27606094,dae1985e-bc48-43a4-aa5f-87bdf9d17730,breakin,2023-03-06T15:05:50Z
Cassidy,Bauer,11/5/1957,7,2,6,3,0,8204,4180,12,35,456,2952,4,fraud,2023-02-01T20:08:07Z,f3d317fe-7ac4-44c7-9c50-39c0e4a83f7c,customer,a550-95683187,f3d317fe-7ac4-44c7-9c50-39c0e4a83f7c,theft,2023-03-06T15:05:50Z
Joe,Briggs,9/14/1995,4,2,3,1,0,6152,4458,5,38,463,2745,4,fraud,2022-10-13T17:28:24Z,a6a0558b-3fc0-43bc-91cf-9cbf073e40d7,customer,c919-99580604,a6a0558b-3fc0-43bc-91cf-9cbf073e40d7,theft,2023-03-06T15:05:50Z
Roberto,Chambers,2/15/2003,3,2,3,1,0,7394,2341,5,46,505,3186,5,fraud,2022-05-09T07:28:34Z,da1cfd78-ee22-4a17-9ad1-411a90563aeb,customer,d499-74086418,da1cfd78-ee22-4a17-9ad1-411a90563aeb,collision,2023-03-06T15:05:50Z
Luke,Murphy,12/14/1967,4,1,3,3,0,8389,2834,9,45,722,2652,4,fraud,2022-05-19T14:21:58Z,5dfedd47-f63f-4829-944e-c3df7e7833d5,customer,a629-10805533,5dfedd47-f63f-4829-944e-c3df7e7833d5,theft,2023-03-06T15:05:50Z
Brianna,Guerrero,12/29/1966,5,2,4,2,0,10479,2206,11,40,550,3160,4,fraud,2022-07-11T02:10:27Z,71a2aad6-ef49-43e5-af86-4233f26afd34,customer,b998-80095620,71a2aad6-ef49-43e5-af86-4233f26afd34,breakin,2023-03-06T15:05:50Z
Roberta,Kaufman,9/21/1910,5,2,4,2,0,4673,3676,6,35,666,3083,3,fraud,2022-06-07T14:13:01Z,35ac7727-13aa-48c4-a2fd-26fef3fa6db4,customer,d446-12956206,35ac7727-13aa-48c4-a2fd-26fef3fa6db4,collision,2023-03-06T15:05:50Z
Crystal,Bridges,10/26/2011,7,2,7,2,0,7150,4447,14,48,489,2922,5,fraud,2022-06-22T19:16:52Z,cecb073f-1344-48f5-99ec-94f351e4bc55,customer,c636-23239528,cecb073f-1344-48f5-99ec-94f351e4bc55,collision,2023-03-06T15:05:50Z
Lucas,Lane,6/30/1951,4,2,2,2,0,4576,3580,8,50,543,2271,3,fraud,2022-03-08T13:38:06Z,2e1b4c2f-57db-4b0a-abdd-c1787b9d9d5b,customer,d560-26421970,2e1b4c2f-57db-4b0a-abdd-c1787b9d9d5b,theft,2023-03-06T15:05:50Z
Garrett,Frye,9/7/1913,5,2,6,3,0,6760,3914,11,48,419,3078,4,fraud,2022-08-08T02:39:21Z,27796268-ad89-4ac2-9405-bbdd609b6bb3,customer,a587-48809727,27796268-ad89-4ac2-9405-bbdd609b6bb3,breakin,2023-03-06T15:05:50Z
Theresa,Hanna,7/18/2009,7,1,3,2,0,11510,5427,9,28,594,2846,5,fraud,2022-05-18T02:13:19Z,17317a61-6b92-4499-bb6a-efb8e1509bc3,customer,d880-51939293,17317a61-6b92-4499-bb6a-efb8e1509bc3,collision,2023-03-06T15:05:50Z
Terry,Stark,3/21/1961,6,2,6,2,0,8017,2219,13,50,236,3155,2,fraud,2023-02-18T09:12:44Z,4bb3b65c-f222-4910-8393-325745deaa49,customer,a755-54547467,4bb3b65c-f222-4910-8393-325745deaa49,breakin,2023-03-06T15:05:50Z
Dennis,Keller,7/26/2020,6,2,6,2,0,5833,3771,10,43,419,3335,3,fraud,2022-04-03T06:58:39Z,aac61c66-7bc2-42ee-ada6-8492ddb3e87a,customer,c928-45126803,aac61c66-7bc2-42ee-ada6-8492ddb3e87a,collision,2023-03-06T15:05:50Z
Franklin,Chavez,11/8/1948,4,2,4,1,0,7415,3382,8,38,447,3166,4,fraud,2022-09-28T07:17:27Z,47b49adb-9395-4e94-9e2b-d9c0a2bb4a4b,customer,d567-42914406,47b49adb-9395-4e94-9e2b-d9c0a2bb4a4b,breakin,2023-03-06T15:05:50Z
Grace,Summers,5/10/1933,6,2,5,3,0,9157,2594,11,48,317,2438,4,fraud,2022-09-14T22:48:26Z,757a2e2f-aed1-4c90-a7c3-760eaa2b098c,customer,c097-57504098,757a2e2f-aed1-4c90-a7c3-760eaa2b098c,theft,2023-03-06T15:05:50Z
Samantha,Harvey,4/24/2011,6,2,3,2,0,8856,4037,7,40,513,2664,6,fraud,2022-12-05T19:16:50Z,ca82157b-0751-4b38-8fd0-d704db2ff366,customer,b879-46956648,ca82157b-0751-4b38-8fd0-d704db2ff366,collision,2023-03-06T15:05:50Z
Sherri,Jacobs,7/15/1949,8,2,4,3,0,8999,2019,15,47,285,2471,3,fraud,2022-12-13T19:50:13Z,1fbee9cc-1265-45be-b88c-90e831f01e2c,customer,b915-86544814,1fbee9cc-1265-45be-b88c-90e831f01e2c,theft,2023-03-06T15:05:50Z
Felicia,Duncan,6/12/1950,6,1,4,2,0,9628,2956,8,34,555,3328,4,fraud,2022-03-07T08:28:05Z,14bde1ef-a0b3-4341-b13b-f5d9ad609b8a,customer,c811-10340650,14bde1ef-a0b3-4341-b13b-f5d9ad609b8a,breakin,2023-03-06T15:05:50Z
Andres,Kim,3/27/1935,4,2,5,2,0,4534,2599,10,48,550,2684,5,fraud,2022-05-27T19:29:03Z,fec7b281-2c82-48ce-9130-83de69c7bfdf,customer,b412-88580275,fec7b281-2c82-48ce-9130-83de69c7bfdf,breakin,2023-03-06T15:05:50Z
Jerome,Butler,1/16/2003,7,2,6,3,0,6512,4147,16,51,532,2530,4,fraud,2022-12-28T22:47:35Z,594f2dda-b6fc-4243-9dc9-fd77a6d3da46,customer,a483-36739522,594f2dda-b6fc-4243-9dc9-fd77a6d3da46,collision,2023-03-06T15:05:50Z
Paula,Nunez,5/13/1930,4,3,5,3,0,3805,5286,9,42,603,3197,3,fraud,2023-02-13T05:43:36Z,8fdb3a6b-2c9d-4f59-84d1-fbe7a1eab572,customer,a751-39504758,8fdb3a6b-2c9d-4f59-84d1-fbe7a1eab572,theft,2023-03-06T15:05:50Z
Kerri,Bartlett,4/22/1948,4,1,2,2,0,9248,4825,6,42,667,2253,6,fraud,2022-12-18T07:50:09Z,c6bd6b13-e401-429c-855f-c8720c632c5c,customer,b320-34975932,c6bd6b13-e401-429c-855f-c8720c632c5c,collision,2023-03-06T15:05:50Z
Brian,Rivas,5/12/1995,5,2,5,2,0,8623,2932,10,37,539,3362,6,fraud,2022-12-28T06:36:41Z,2d5254f3-ba7b-482e-9080-2069c0606a7b,customer,b051-33481992,2d5254f3-ba7b-482e-9080-2069c0606a7b,theft,2023-03-06T15:05:50Z
Maxwell,Reilly,8/5/2007,6,1,6,2,0,8190,3460,13,48,317,2465,3,fraud,2022-06-05T03:27:29Z,0be3f0bb-01f8-4a32-b40f-bee589b00a5e,customer,b347-37781585,0be3f0bb-01f8-4a32-b40f-bee589b00a5e,breakin,2023-03-06T15:05:50Z
Kevin,Campos,5/18/2019,7,2,4,3,0,7996,2944,13,44,370,2420,1,fraud,2022-05-02T23:55:59Z,a70d4fad-4eec-4b7c-896c-e283ed65afa2,customer,d631-71112873,a70d4fad-4eec-4b7c-896c-e283ed65afa2,theft,2023-03-06T15:05:50Z
Jeremiah,Banks,5/23/2013,5,2,3,2,0,8973,4272,12,37,484,3002,4,fraud,2022-12-30T14:49:17Z,0678b64b-bbef-4c32-bacf-3ff64051bdae,customer,d987-45968326,0678b64b-bbef-4c32-bacf-3ff64051bdae,breakin,2023-03-06T15:05:50Z
Luke,Dickerson,4/19/2014,6,1,8,2,0,7544,3882,10,47,273,3157,4,fraud,2022-12-23T14:39:21Z,81c530ce-68cb-4e81-ac19-cda92ab4b38c,customer,d558-80904712,81c530ce-68cb-4e81-ac19-cda92ab4b38c,collision,2023-03-06T15:05:50Z
Ariana,Fry,1/12/2000,4,2,4,2,0,5856,2945,8,37,546,3081,4,fraud,2022-08-17T08:03:20Z,bd7b34e7-091c-4aff-b4d6-1073b058c87e,customer,c627-78835092,bd7b34e7-091c-4aff-b4d6-1073b058c87e,collision,2023-03-06T15:05:50Z
Bryce,Stafford,1/7/1979,5,2,4,2,0,8642,4911,9,37,586,2340,6,fraud,2022-08-21T21:25:15Z,e92e9a8f-3b39-48dc-a204-79db4cf117fc,customer,a395-82683621,e92e9a8f-3b39-48dc-a204-79db4cf117fc,theft,2023-03-06T15:05:50Z
